0,265
1,329
2,350
3,411
4,479
5,531
6,568
7,598
8,598
9,598
10,598
11,598
12,598
13,599
14,602
15,602
16,603
17,603
18,603
19,603
20,603
21,603
22,603
23,603
24,615
25,615
26,615
27,615
28,615
29,625
30,625
31,625
32,625
33,625
34,635
35,635
