0,4207
1,4753
2,3900
3,3785
4,3996
5,4515
6,4794
7,678
8,193
9,95
10,95
11,159
12,159
13,119
14,111
15,111
16,148
17,148
18,129
19,157
20,157
21,157
22,157
23,157
24,145
25,145
26,145
27,145
28,145
29,53
30,53
31,53
32,53
33,53
34,187
35,187
